Year,State,HAI,Facility_ID,Facility_Name,County,Hospital_Category_RiskAdjustment,Hospital_Type,Operative_Procedure,Procedure_Count,Infections_Reported,Infections_Predicted,SIR,SIR_CI_95_Lower_Limit,SIR_CI_95_Upper_Limit,Comparison,"On Track Toward 2020 Goal (0.82, 2018)",SIR_2015,Notes
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550000614,"Kaiser Foundation Hospital, Antioch",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Cesarean section,367,1,0.61,1.64,0.04,9.15,Same,No,5.83,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550000614,"Kaiser Foundation Hospital, Antioch",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Open reduction of fracture,66,0,0.45,0.00,0.00,8.16,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550000614,"Kaiser Foundation Hospital, Antioch",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Gastric surgery,12,0,0.22,0.00,0.00,16.77,Same,Yes,3.66,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550000614,"Kaiser Foundation Hospital, Antioch",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Hip prosthesis,345,0,1.65,0.00,0.00,1.81,Same,Yes,1.09,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550000614,"Kaiser Foundation Hospital, Antioch",Contra Costa,Acute Care Hospital,Community (125-250 Beds),"Hysterectomy,abdominal",64,0,0.44,0.00,0.00,8.37,Same,Yes,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550000614,"Kaiser Foundation Hospital, Antioch",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Knee prosthesis,441,0,1.49,0.00,0.00,2.01,Same,Yes,0.30,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550000614,"Kaiser Foundation Hospital, Antioch",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Kidney surgery,38,0,0.13,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550000614,"Kaiser Foundation Hospital, Antioch",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Ovarian surgery,53,0,0.04,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550000614,"Kaiser Foundation Hospital, Antioch",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Pacemaker surgery,32,0,0.05,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550000614,"Kaiser Foundation Hospital, Antioch",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Rectal surgery,29,0,0.66,0.00,0.00,5.62,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550000614,"Kaiser Foundation Hospital, Antioch",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Small bowel surgery,93,1,1.82,0.55,0.03,2.70,Same,Yes,0.86,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550000614,"Kaiser Foundation Hospital, Antioch",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Spleen surgery,3,0,0.02,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550000614,"Kaiser Foundation Hospital, Antioch",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Thoracic surgery,14,0,0.03,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550000614,"Kaiser Foundation Hospital, Antioch",Contra Costa,Acute Care Hospital,Community (125-250 Beds),"Hysterectomy, vaginal",20,0,0.08,,,,,,9.90,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550000614,"Kaiser Foundation Hospital, Antioch",Contra Costa,Acute Care Hospital,Community (125-250 Beds),Exploratory abdominal surgery (laparotomy),128,1,0.68,1.48,0.04,8.23,Same,No,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000179,Northern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,,168,0,1.13,0.00,0.00,2.66,Same,Yes,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000179,Northern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,Appendix surgery,13,0,0.05,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000179,Northern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,Gallbladder surgery,7,0,0.02,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000179,Northern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,Colon surgery,17,0,0.30,0.00,0.00,12.51,Same,Yes,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000179,Northern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,Cesarean section,35,0,0.11,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000179,Northern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,Open reduction of fracture,19,0,0.15,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000179,Northern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,Gastric surgery,2,0,0.04,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000179,Northern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,Hip prosthesis,31,0,0.25,0.00,0.00,14.82,Same,Yes,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000179,Northern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,"Hysterectomy,abdominal",1,0,0.00,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000179,Northern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,Knee prosthesis,27,0,0.08,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000179,Northern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,Ovarian surgery,4,0,0.00,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000179,Northern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,Rectal surgery,2,0,0.05,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000179,Northern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,Small bowel surgery,3,0,0.06,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000179,Northern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,"Hysterectomy, vaginal",1,0,0.01,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",240000179,Northern Inyo Hospital,Inyo,Critical Access Hospital,Critical Access,Exploratory abdominal surgery (laparotomy),6,0,0.03,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",230000035,Fairchild Medical Center,Siskiyou,Critical Access Hospital,Critical Access,,292,3,1.35,2.22,0.57,6.04,Same,No,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",230000035,Fairchild Medical Center,Siskiyou,Critical Access Hospital,Critical Access,Appendix surgery,19,0,0.05,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",230000035,Fairchild Medical Center,Siskiyou,Critical Access Hospital,Critical Access,Gallbladder surgery,37,0,0.06,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",230000035,Fairchild Medical Center,Siskiyou,Critical Access Hospital,Critical Access,Colon surgery,13,2,0.30,6.67,0.81,24.08,Same,No,2.04,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",230000035,Fairchild Medical Center,Siskiyou,Critical Access Hospital,Critical Access,Cesarean section,58,0,0.07,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",230000035,Fairchild Medical Center,Siskiyou,Critical Access Hospital,Critical Access,Open reduction of fracture,35,0,0.26,0.00,0.00,14.47,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",230000035,Fairchild Medical Center,Siskiyou,Critical Access Hospital,Critical Access,Hip prosthesis,32,1,0.17,,,,,,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",230000035,Fairchild Medical Center,Siskiyou,Critical Access Hospital,Critical Access,"Hysterectomy,abdominal",8,0,0.06,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",230000035,Fairchild Medical Center,Siskiyou,Critical Access Hospital,Critical Access,Knee prosthesis,46,0,0.13,,,,,,4.48,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",230000035,Fairchild Medical Center,Siskiyou,Critical Access Hospital,Critical Access,Ovarian surgery,3,0,0.00,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",230000035,Fairchild Medical Center,Siskiyou,Critical Access Hospital,Critical Access,Small bowel surgery,2,0,0.04,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",230000035,Fairchild Medical Center,Siskiyou,Critical Access Hospital,Critical Access,Thoracic surgery,3,0,0.01,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",230000035,Fairchild Medical Center,Siskiyou,Critical Access Hospital,Critical Access,"Hysterectomy, vaginal",21,0,0.09,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",230000035,Fairchild Medical Center,Siskiyou,Critical Access Hospital,Critical Access,Exploratory abdominal surgery (laparotomy),15,0,0.12,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000012,Sutter Auburn Faith Hospital,Placer,Acute Care Hospital,Community (<125 Beds),,817,3,4.21,0.71,0.18,1.94,Same,Yes,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000012,Sutter Auburn Faith Hospital,Placer,Acute Care Hospital,Community (<125 Beds),Appendix surgery,42,0,0.11,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000012,Sutter Auburn Faith Hospital,Placer,Acute Care Hospital,Community (<125 Beds),"Bile duct, liver or pancreatic surgery",5,0,0.08,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000012,Sutter Auburn Faith Hospital,Placer,Acute Care Hospital,Community (<125 Beds),Gallbladder surgery,83,0,0.27,0.00,0.00,13.71,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000012,Sutter Auburn Faith Hospital,Placer,Acute Care Hospital,Community (<125 Beds),Colon surgery,60,0,0.95,0.00,0.00,3.88,Same,Yes,2.67,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000012,Sutter Auburn Faith Hospital,Placer,Acute Care Hospital,Community (<125 Beds),Spinal fusion,5,0,0.02,,,,,,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000012,Sutter Auburn Faith Hospital,Placer,Acute Care Hospital,Community (<125 Beds),Open reduction of fracture,60,0,0.27,0.00,0.00,13.71,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000012,Sutter Auburn Faith Hospital,Placer,Acute Care Hospital,Community (<125 Beds),Gastric surgery,12,0,0.11,,,,,,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000012,Sutter Auburn Faith Hospital,Placer,Acute Care Hospital,Community (<125 Beds),Hip prosthesis,174,1,0.79,1.26,0.03,7.04,Same,No,4.26,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000012,Sutter Auburn Faith Hospital,Placer,Acute Care Hospital,Community (<125 Beds),"Hysterectomy,abdominal",6,0,0.02,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000012,Sutter Auburn Faith Hospital,Placer,Acute Care Hospital,Community (<125 Beds),Knee prosthesis,213,0,0.44,0.00,0.00,8.33,Same,Yes,5.04,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000012,Sutter Auburn Faith Hospital,Placer,Acute Care Hospital,Community (<125 Beds),Laminectomy,1,0,0.00,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000012,Sutter Auburn Faith Hospital,Placer,Acute Care Hospital,Community (<125 Beds),Kidney surgery,7,0,0.02,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000012,Sutter Auburn Faith Hospital,Placer,Acute Care Hospital,Community (<125 Beds),Ovarian surgery,7,0,0.00,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000012,Sutter Auburn Faith Hospital,Placer,Acute Care Hospital,Community (<125 Beds),Pacemaker surgery,20,0,0.03,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000012,Sutter Auburn Faith Hospital,Placer,Acute Care Hospital,Community (<125 Beds),Rectal surgery,5,0,0.09,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000012,Sutter Auburn Faith Hospital,Placer,Acute Care Hospital,Community (<125 Beds),Small bowel surgery,38,1,0.70,1.43,0.04,7.94,Same,No,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000012,Sutter Auburn Faith Hospital,Placer,Acute Care Hospital,Community (<125 Beds),Spleen surgery,1,0,0.01,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000012,Sutter Auburn Faith Hospital,Placer,Acute Care Hospital,Community (<125 Beds),Thoracic surgery,19,0,0.04,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000012,Sutter Auburn Faith Hospital,Placer,Acute Care Hospital,Community (<125 Beds),"Hysterectomy, vaginal",18,0,0.08,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",030000012,Sutter Auburn Faith Hospital,Placer,Acute Care Hospital,Community (<125 Beds),Exploratory abdominal surgery (laparotomy),41,1,0.18,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000188,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),,1688,10,8.53,1.17,0.60,2.09,Same,No,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000188,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),Appendix surgery,54,0,0.16,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000188,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),"Bile duct, liver or pancreatic surgery",35,1,0.47,2.12,0.05,11.83,Same,No,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000188,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),Cardiac surgery,31,1,0.14,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000188,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),"Coronary bypass,chest and donor incisions",40,1,0.23,4.37,0.11,24.33,Same,No,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000188,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),"Coronary bypass,chest incision only",3,0,0.02,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000188,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),Gallbladder surgery,101,0,0.37,0.00,0.00,10.05,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000188,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),Colon surgery,42,0,1.15,0.00,0.00,2.61,Same,Yes,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000188,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),Cesarean section,624,1,0.44,2.27,0.06,12.63,Same,No,4.48,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000188,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),Spinal fusion,88,2,0.72,2.79,0.34,10.09,Same,No,2.12,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000188,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),Open reduction of fracture,233,1,1.95,0.51,0.03,2.53,Same,Yes,1.85,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000188,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),Gastric surgery,15,1,0.21,4.81,0.12,26.79,Same,No,2.73,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000188,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),Hip prosthesis,20,0,0.13,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000188,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),"Hysterectomy,abdominal",64,1,0.38,2.61,0.07,14.55,Same,No,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000188,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),Knee prosthesis,7,0,0.06,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000188,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),Laminectomy,23,0,0.07,,,,,,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000188,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),Kidney surgery,1,0,0.00,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000188,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),Ovarian surgery,67,0,0.04,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000188,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),Pacemaker surgery,44,0,0.09,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000188,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),Rectal surgery,3,0,0.02,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000188,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),Small bowel surgery,39,0,0.73,0.00,0.00,5.09,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000188,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),Spleen surgery,13,0,0.12,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000188,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),Thoracic surgery,23,0,0.05,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000188,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),"Hysterectomy, vaginal",18,0,0.08,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",060000188,Orange County Global Medical Center,Orange,Acute Care Hospital,Community (>250 Beds),Exploratory abdominal surgery (laparotomy),100,1,0.93,1.08,0.03,6.02,Same,No,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550001681,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,Major Teaching,,4216,29,20.37,1.42,0.97,2.02,Same,No,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550001681,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,Major Teaching,Abdominal aortic aneurysm repair,11,0,0.08,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550001681,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,Major Teaching,Appendix surgery,326,0,1.12,0.00,0.00,2.67,Same,Yes,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550001681,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,Major Teaching,"Bile duct, liver or pancreatic surgery",1,0,0.00,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550001681,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,Major Teaching,Gallbladder surgery,450,1,1.76,0.57,0.03,2.81,Same,Yes,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550001681,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,Major Teaching,Colon surgery,288,7,5.80,1.21,0.53,2.39,Same,No,1.13,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550001681,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,Major Teaching,Cesarean section,1552,8,3.00,2.67,1.24,5.06,Worse,No,0.70,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550001681,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,Major Teaching,Spinal fusion,1,0,0.01,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550001681,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,Major Teaching,Open reduction of fracture,218,1,1.33,0.75,0.04,3.70,Same,Yes,0.79,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550001681,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,Major Teaching,Gastric surgery,25,2,0.33,6.14,0.74,22.16,Same,No,3.66,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550001681,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,Major Teaching,Hip prosthesis,301,1,1.39,0.72,0.04,3.54,Same,Yes,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550001681,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,Major Teaching,"Hysterectomy,abdominal",42,1,0.38,2.65,0.07,14.74,Same,No,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550001681,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,Major Teaching,Knee prosthesis,178,1,0.55,1.82,0.05,10.11,Same,No,1.19,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550001681,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,Major Teaching,Laminectomy,2,0,0.01,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550001681,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,Major Teaching,Kidney surgery,69,0,0.23,0.00,0.00,16.18,Same,Yes,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550001681,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,Major Teaching,Ovarian surgery,151,0,0.12,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550001681,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,Major Teaching,Pacemaker surgery,182,1,0.30,3.36,0.09,18.70,Same,No,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550001681,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,Major Teaching,Rectal surgery,67,2,0.50,3.99,0.48,14.42,Same,No,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550001681,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,Major Teaching,Small bowel surgery,134,1,2.46,0.41,0.02,2.01,Same,Yes,1.62,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550001681,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,Major Teaching,Spleen surgery,4,1,0.02,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550001681,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,Major Teaching,Thoracic surgery,25,1,0.09,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550001681,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,Major Teaching,"Hysterectomy, vaginal",10,1,0.07,,,,,,0.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",550001681,"Kaiser Foundation Hospital, Roseville",Placer,Acute Care Hospital,Major Teaching,Exploratory abdominal surgery (laparotomy),179,0,0.84,0.00,0.00,4.40,Same,Yes,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000067,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),,2057,8,9.24,0.87,0.40,1.64,Same,No,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000067,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Appendix surgery,126,0,0.66,0.00,0.00,5.58,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000067,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),"Bile duct, liver or pancreatic surgery",13,0,0.36,0.00,0.00,10.33,Same,Yes,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000067,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Cardiac surgery,12,0,0.04,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000067,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),"Coronary bypass,chest and donor incisions",36,1,0.33,3.01,0.08,16.78,Same,No,,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000067,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),"Coronary bypass,chest incision only",10,0,0.11,,,,,,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000067,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Gallbladder surgery,137,0,0.64,0.00,0.00,5.78,Same,Yes,1.49,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000067,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Colon surgery,68,2,1.44,1.39,0.23,4.58,Same,No,1.00,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000067,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Cesarean section,810,2,1.17,1.72,0.29,5.67,Same,No,,
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000067,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Spinal fusion,65,0,0.54,0.00,0.00,6.83,Same,Yes,0.00,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000067,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Open reduction of fracture,115,0,0.62,0.00,0.00,5.96,Same,Yes,2.08,† See data dictionary
2018,California,"Healthcare Associated Infection, Surgical Site Infections (SSI)",930000067,Hollywood Presbyterian Medical Center,Los Angeles,Acute Care Hospital,Community (>250 Beds),Gastric surgery,18,0,0.14,,,,,,4.46,
